id	name	inchikey
DB08082	N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE	GBARCMIFTACERW-UHFFFAOYSA-N
DB08083	2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide	KGMVTZZDGKDTEU-UHFFFAOYSA-N
DB08084	IDD594	JCZUIWYXULSXSW-UHFFFAOYSA-N
DB08085	1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE	IINHTEWASPUCMH-UHFFFAOYSA-N
DB08086	N-[12-(1H-imidazol-1-yl)dodecanoyl]-L-leucine	PSJOKLGFODYIHJ-IBGZPJMESA-N
DB08087	4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE	NHBIWLQQJPSMNP-CABCVRRESA-N
DB08088	2-chloro-4-{[(1R,3Z,7S,7aS)-7-hydroxy-1-(trifluoromethyl)tetrahydro-1H-pyrrolo[1,2-c][1,3]oxazol-3-ylidene]amino}-3-methylbenzonitrile	KALFKWQLCWAXJO-RNSKTZJQSA-N
DB08089	LGD-2226	ULBPQWIGZUGPHU-UHFFFAOYSA-N
DB08090	(3Z,5S,6R,7S,8R,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol	QJILQIWQVOAQBB-KRIYVDMXSA-N
DB08091	3-FLUORO-5-MORPHOLIN-4-YL-N-[3-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-5-YL]BENZAMIDE	HIUFYIOMUILESI-UHFFFAOYSA-N
DB08092	3-fluoro-N-1H-indol-5-yl-5-morpholin-4-ylbenzamide	VMLSXFMXUNVCSK-UHFFFAOYSA-N
DB08093	3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE	SZANYTFSQVBOBA-UHFFFAOYSA-N
DB08094	RO-4584820	JRNJNYBQQYBCLE-UHFFFAOYSA-N
DB08095	3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA	ZWYFTKPEHRQCCW-HNNXBMFYSA-N
DB08096	8-(2-CHLOROPHENYLAMINO)-2-(2,6-DIFLUOROPHENYLAMINO)-9-ETHYL-9H-PURINE-1,7-DIIUM	ZWKOUFZHPNIQSH-UHFFFAOYSA-N
DB08097	2-(2,6-DIFLUOROPHENOXY)-N-(2-FLUOROPHENYL)-9-ISOPROPYL-9H-PURIN-8-AMINE	OGWSGDLIXOEZJG-UHFFFAOYSA-N
DB08098	{[5-(5-nitro-2-furyl)-1,3,4-oxadiazol-2-yl]thio}acetic acid	ITBNJCVIFHSKRL-UHFFFAOYSA-N
DB08099	6-ethyl-5-[(2S)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine	UOYVKYJWAXJTTE-NRFANRHFSA-N
DB08100	2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol	PAHKYLUYTGBFNW-CMDGGOBGSA-N
DB08101	2,6-dibromo-4-[(E)-2-phenylethenyl]phenol	WMVYUPRIADVLTH-VOTSOKGWSA-N
DB08102	3,5-dibromobiphenyl-4-ol	SKQRVOXIIAXXEM-UHFFFAOYSA-N
DB08103	2,6-dibromo-4-phenoxyphenol	CRSZEDOZGJPOHP-UHFFFAOYSA-N
DB08104	N-(3,5-dibromo-4-hydroxyphenyl)benzamide	HKODPZBPODONGO-UHFFFAOYSA-N
DB08105	N-[(6-butoxynaphthalen-2-yl)sulfonyl]-L-glutamic acid	UAGYXJBYAFGRFR-KRWDZBQOSA-N
DB08106	N-[(6-butoxynaphthalen-2-yl)sulfonyl]-D-glutamic acid	UAGYXJBYAFGRFR-QGZVFWFLSA-N
DB08107	N-{[6-(PENTYLOXY)NAPHTHALEN-2-YL]SULFONYL}-D-GLUTAMIC ACID	LIGACKDHLKEZFH-GOSISDBHSA-N
DB08108	N-({6-[(4-CYANOBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID	PUHRQSFXADUGJW-OAQYLSRUSA-N
DB08109	(1S,4R,7AR)-4-BUTOXY-1-[(1R)-1-FORMYLPROPYL]-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID	WRBRCIHZCYLBFW-KYEXWDHISA-N
DB08110	(1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID	ZYKSDPVHVMSKIL-IIHMJNQGSA-N
DB08111	4-[(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methyl]phenol	ZGJYGQLGSXWEMY-UHFFFAOYSA-N
DB08112	N-({6-[(4-CYANO-2-FLUOROBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID	IRJUSGUHNFMVCK-OAQYLSRUSA-N
DB08113	3-pyridin-4-yl-1H-indazole	MSRXUUDVRNWSTN-UHFFFAOYSA-N
DB08114	5-benzyl-1,3-thiazol-2-amine	FJIMLXBJUVLMMN-UHFFFAOYSA-N
DB08115	2-aminoethyl naphthalen-1-ylacetate	PDCSQCHNOPNJMK-UHFFFAOYSA-N
DB08116	(3R)-4-{[(3,4-dihydroxyphenyl)acetyl]oxy}-N-(2-formylindolizin-3-yl)-3-sulfino-D-valine	DEOZLEGRVHDNKC-UGKGYDQZSA-N
DB08118	2-(methylamino)-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide	XRJAKERBMMBUGR-UHFFFAOYSA-N
DB08119	1,1,1-TRIFLUORO-3-((N-ACETYL)-L-LEUCYLAMIDO)-4-PHENYL-BUTAN-2-ONE(N-ACETYL-L-LEUCYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)	MZNXJCZDQRNGRC-GJZGRUSLSA-N
DB08120	6,8-DIMERCAPTO-OCTANOIC ACID AMIDE	VLYUGYAKYZETRF-SSDOTTSWSA-N
DB08121	(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid	TZTPJJNNACUQQR-FQEVSTJZSA-N
DB08122	N-Methyl-4-{[(2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}benzenesulfonamide	IKASAFLVQIJQOK-UVTDQMKNSA-N
DB08123	N-methyl-{4-[2-(7-oxo-6,7-dihydro-8H-[1,3]thiazolo[5,4-e]indol-8-ylidene)hydrazino]phenyl}methanesulfonamide	GEWPSTLKJDIUHW-UHFFFAOYSA-N
DB08124	3-{[(2,2-dioxido-1,3-dihydro-2-benzothien-5-yl)amino]methylene}-5-(1,3-oxazol-5-yl)-1,3-dihydro-2H-indol-2-one	FTQYGMLRLRXBPT-IDUWFGFVSA-N
DB08125	4-{[(2-Oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]amino}-N-(1,3-thiazol-2-yl)benzenesulfonamide	BOMPRXSVSIPRDT-PTNGSMBKSA-N
DB08126	3-{[4-([amino(imino)methyl]aminosulfonyl)anilino]methylene}-2-oxo-2,3-dihydro-1H-indole	DMCRNUMVSATRTP-LCYFTJDESA-N
DB08127	1,3,3-trimethyl-2-[(1E,3E)-3-methylpenta-1,3-dien-1-yl]cyclohexene	KUEVAPFABUUVHS-AYCKBHPDSA-N
DB08128	(1S,4R,9S)-5-(trifluoromethyl)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-9-amine	HHIJEPNAHYLKPE-RNSXUZJQSA-N
DB08129	(1R)-2-amino-1-[3-(trifluoromethyl)phenyl]ethanol	RRBRWAPWPGAJMA-QMMMGPOBSA-N
DB08130	N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine	FPDWDLAITHFTTP-UHFFFAOYSA-N
DB08131	2-{4-[2-(2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYLAMINO}-3-METHYL-BUTYRIC ACID	MYENGRJSPURSQB-HNNXBMFYSA-N
DB08132	5-hydroxynaphthalene-1-sulfonamide	NFVBVKHGDDDCEA-UHFFFAOYSA-N
DB08133	N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide	MNHPHKFLWAPNOV-UHFFFAOYSA-N
DB08134	4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide	RSNSGNZRUMHXAY-UHFFFAOYSA-N
DB08135	N-phenyl-1H-pyrazole-3-carboxamide	WMZYZYFPPQOFKY-UHFFFAOYSA-N
DB08136	4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide	CWQKPKYIMQTGJK-UHFFFAOYSA-N
DB08137	(4E)-N-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4H-pyrazole-3-carboxamide	ZMWYSLJBNJUCRK-UHFFFAOYSA-N
DB08138	{[(2,6-difluorophenyl)carbonyl]amino}-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide	BDRDBXXWQDFXEC-UHFFFAOYSA-N
DB08139	5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile	HFTLYNKTSANXFA-UHFFFAOYSA-N
DB08140	5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE	FOESVLPZMGVWBM-JOCQHMNTSA-N
DB08141	4-{[(2,6-difluorophenyl)carbonyl]amino}-N-[(3S)-piperidin-3-yl]-1H-pyrazole-3-carboxamide	KOMNQBZWMCFDTQ-VIFPVBQESA-N
DB08142	AT-7519	OVPNQJVDAFNBDN-UHFFFAOYSA-N
DB08143	5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE	SXIYSYYSKHUTQQ-RDJZCZTQSA-N
DB08144	6-(2,6-dibromophenyl)pyrido[2,3-d]pyrimidine-2,7-diamine	HGIPWJYTPOHUGK-UHFFFAOYSA-N
DB08145	6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE	LRPHIAJXODIASX-UHFFFAOYSA-N
DB08146	7-(2,5-dihydropyrrol-1-yl)-6-phenyl-pyrido[6,5-d]pyrimidin-2-amine	QFWNOFXQNCLFBC-UHFFFAOYSA-N
DB08147	4-[3-(dibenzylamino)phenyl]-2,4-dioxobutanoic acid	RMWVENXKUQXLPW-UHFFFAOYSA-N
DB08148	1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine	QOZMRRGNAZNWDN-UHFFFAOYSA-N
DB08149	1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine	KCWPSUKJCKZEAO-UHFFFAOYSA-N
DB08150	4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium	RZIDZIGAXXNODG-UHFFFAOYSA-O
DB08151	(5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-phenyl-1,6-dioxa-2-azaspiro[4.5]dec-2-ene-8,9,10-triol	YLTDNVVQKRHCJP-RKQHYHRCSA-N
DB08152	{(2S)-1-[N-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate	ONXGIEJBNQLITK-INIZCTEOSA-N
DB08153	(5E)-14-CHLORO-15,17-DIHYDROXY-4,7,8,9,10,11-HEXAHYDRO-2-BENZOXACYCLOPENTADECINE-1,12(3H,13H)-DIONE	VZTAZMSAAIUZJV-HWKANZROSA-N
DB08154	3-chloro-5-[2-chloro-5-(1H-indazol-3-ylmethoxy)phenoxy]benzonitrile	WHCLIFOVZDANCU-UHFFFAOYSA-N
DB08155	N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE	IIMGUEXQORZTID-UHFFFAOYSA-N
DB08156	3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID	JUEONDBIBADVGD-UHFFFAOYSA-N
DB08157	ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE	OJBJALUJMRMNIR-UHFFFAOYSA-N
DB08158	2,4-DINITROPHENYL 2-DEOXY-2-FLUORO-BETA-D-MANNOPYRANOSIDE	UFSBFVZQJZMIOU-IYKVGLELSA-N
DB08159	4-(5,11-DIOXO-5H-INDENO[1,2-C]ISOQUINOLIN-6(11H)-YL)BUTANOATE	AHIJTWCJGCWHMT-UHFFFAOYSA-N
DB08160	(2S)-2-AMINO-4-(METHYLSULFANYL)-1-(1,3-THIAZOL-2-YL)BUTANE-1,1-DIOL	NPPGNJAWTLSRQG-LURJTMIESA-N
DB08161	(S)-2-(MERCAPTOMETHYL)-5-PHENYLPENTANOIC ACID	HEPZYEZEUMVYDV-LLVKDONJSA-N
DB08162	Fasudil	NGOGFTYYXHNFQH-UHFFFAOYSA-N
DB08163	5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine	XUKYGMIDWKBMIW-IWCJZZDYSA-N
DB08164	(3R,4R)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-3-AMINE	GOBIXGZJSMAOFV-QRWLVFNGSA-N
DB08165	indane-5-sulfonamide	XVQJTFMKKZBBSX-UHFFFAOYSA-N
DB08166	(4R)-7-chloro-9-methyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile	LPFQFJAOMCGYCP-GFCCVEGCSA-N
DB08167	Methylthioninium	RBTBFTRPCNLSDE-UHFFFAOYSA-N
DB08168	Coumarin 120	GLNDAGDHSLMOKX-UHFFFAOYSA-N
DB08169	(2Z)-N-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide	CAGGGMPTWTUYHZ-ZCXUNETKSA-N
DB08170	(1R)-N,6-DIHYDROXY-7-METHOXY-2-[(4-METHOXYPHENYL)SULFONYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-1-CARBOXAMIDE	AYFCYVLVRYQGME-QGZVFWFLSA-N
DB08171	11-MERCAPTOUNDECANOIC ACID	GWOLZNVIRIHJHB-UHFFFAOYSA-N
DB08172	(2Z)-N-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide	YUDQXOMZBLEWBH-KAMYIIQDSA-N
DB08173	5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE	UCKHUNHXYMAFQM-UHFFFAOYSA-N
DB08174	5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE	QCPYHSAHOYXXQK-DLBZAZTESA-N
DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID	MNYBEULOKRVZKY-ATCPXPEISA-N
DB08176	(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE	CFVUPEQWSFCCFT-MDWZMJQESA-N
DB08177	(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID	YZLFZFALAZYTCI-NTEUORMPSA-N
DB08178	4-(4-methoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine	GGEWEQJWGGJUHO-UHFFFAOYSA-N
DB08179	methyl 4-(2,3-dihydroxy-5-methylphenoxy)-2-hydroxy-6-methylbenzoate	BLXSEOJIXHWXQJ-UHFFFAOYSA-N
DB08180	2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE	OEMBPHBKZPOPBN-NWLVNBMCSA-N
DB08181	2-((3'-METHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID	SBSCJWJICRGLIV-FOCLMDBBSA-N
DB08182	4-(4-propoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine	ZHMRPXZRUZLCNL-UHFFFAOYSA-N
DB08184	2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE	YOZKTHGEOJHIDP-UHFFFAOYSA-N
DB08185	2-METHYLTHIO-N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE	LCHGAOHLDYRACA-SDBHATRESA-N
DB08186	(3E)-4-(1-METHYL-1H-INDOL-3-YL)BUT-3-EN-2-ONE	HCYQBFAGILCNRB-BQYQJAHWSA-N
DB08187	N-Methylphenylalanyl-N-[(trans-4-aminocyclohexyl)methyl]-L-prolinamide	MDSVGJAUFNXYRR-WTGUMLROSA-N
DB08188	Emivirine	MLILORUFDVLTSP-UHFFFAOYSA-N
DB08190	N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide	FJDDSMSDZHURBJ-UHFFFAOYSA-N
DB08191	4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid	KSFDVNIKNYXUIP-UHFFFAOYSA-N
DB08192	2-(4-CARCOXY-5-ISOPROPYLTHIAZOLYL)BENZOPIPERIDINE	HCUGCUQZFBURHR-LBPRGKRZSA-N
DB08193	2-(3-NITROPHENYL)ACETIC ACID	WUKHOVCMWXMOOA-UHFFFAOYSA-N
DB08194	4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine	ONZWAEXRMZGFAN-UHFFFAOYSA-N
DB08195	(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE	YKWHKILAGONYKL-HNNXBMFYSA-N
DB08196	2-((3',5'-DIMETHOXY-4'-HYDROXYPHENYL)AZO)BENZOIC ACID	OUUSCQGLQHBVJX-WUKNDPDISA-N
DB08197	(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime	KYIXUSLGFINPTC-WVFAEZDRSA-N
DB08198	[(4R)-4-(3-HYDROXYPHENYL)-1,6-DIMETHYL-2-THIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL](PHENYL)METHANONE	JGBBILLMZPWNFU-QGZVFWFLSA-N
DB08199	N-[(BENZYLOXY)CARBONYL]-L-CYSTEINYLGLYCINE	DHTSUHYTYUXMOL-JTQLQIEISA-N
DB08200	(1R)-menthyl hexyl phosphonate group	WAVIZOVSJOXCKT-OWCLPIDISA-N
DB08201	(1S)-menthyl hexyl phosphonate group	WAVIZOVSJOXCKT-XHSDSOJGSA-N
DB08202	4-({[(4-METHYLPIPERAZIN-1-YL)AMINO]CARBONOTHIOYL}AMINO)BENZENESULFONAMIDE	BPPLIZHQOIGRPZ-UHFFFAOYSA-N
DB08203	7-[2-METHOXY-1-(METHOXYMETHYL)ETHYL]-7H-PYRROLO[3,2-F] QUINAZOLINE-1,3-DIAMINE	MQTGHZCEDQNMOZ-UHFFFAOYSA-N
DB08204	3-DIPHENOL-6-NITRO-3H-BENZO[DE]ISOCHROMEN-1-ONE	FLWABCQDXUKNQY-UHFFFAOYSA-N
DB08205	4-(1,3-BENZOXAZOL-2-YL)-2,6-DIMETHYLPHENOL	NORYHCMDDBZXDX-UHFFFAOYSA-N
DB08206	4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL	DMOJYCAJRLAKQW-UHFFFAOYSA-N
DB08207	2-(3,5-DIMETHYLPHENYL)-1,3-BENZOXAZOLE	BIHLSRJPJFOESJ-UHFFFAOYSA-N
DB08208	2-[(4-ETHYNYL-2-FLUOROPHENYL)AMINO]-3,4-DIFLUORO-N-(2-HYDROXYETHOXY)BENZAMIDE	AMNKRBRQQAMACZ-UHFFFAOYSA-N
DB08209	Methyl red	CEQFOVLGLXCDCX-WUKNDPDISA-N
DB08210	2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE	YUCYMQBDBXVNCE-UHFFFAOYSA-N
DB08211	5-bromo-3-(pyrrolidin-1-ylsulfonyl)-1H-indole-2-carboxamide	FEPUPYVRZUWCQB-UHFFFAOYSA-N
DB08212	1-[2-(3-ACETYL-2-HYDROXY-6-METHOXY-PHENYL)-CYCLOPROPYL]-3-(5-CYANO-PYRIDIN-2-YL)-THIOUREA	FSRLCMRWYUJTNT-UONOGXRCSA-N
DB08213	1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE	PFAYCUAUBOGVDX-AWEZNQCLSA-N
DB08214	4-(1H-IMIDAZOL-1-YL)PHENOL	CYKCUAPYWQDIKR-UHFFFAOYSA-N
DB08215	Terbutryn	IROINLKCQGIITA-UHFFFAOYSA-N
DB08216	2-((3'-TERTBUTYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID	RLAQYNIYEMUFPA-VHEBQXMUSA-N
DB08217	S-[(1-Hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate	MXZPGYFBZHBAQM-UHFFFAOYSA-N
DB08218	HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM	PLQVWKCQWFFUFJ-NMWGTECJSA-N
DB08219	4-Methyl-5-[(2Z)-2-{[4-(4-morpholinyl)phenyl]imino}-2,5-dihydro-4-pyrimidinyl]-1,3-thiazol-2-amine	RPSZSAKYXPWBRR-PYCFMQQDSA-N
DB08220	(8alpha,10alpha,13alpha,17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid	RPNNXCYIESWDSC-JRZBRKEGSA-N
DB08221	N-{4-METHYL-3-[(3-PYRIMIDIN-4-YLPYRIDIN-2-YL)AMINO]PHENYL}-3-(TRIFLUOROMETHYL)BENZAMIDE	NESXBRNDMQUVNG-UHFFFAOYSA-N
DB08222	METHOXYUNDECYLPHOSPHINIC ACID	JBVUSHKPEBKWQP-UHFFFAOYSA-N
DB08223	N-{(1S,2R)-1-BENZYL-3-[(CYCLOPROPYLMETHYL)(2-FURYLSULFONYL)AMINO]-2-HYDROXYPROPYL}-N'-METHYLSUCCINAMIDE	IKOPFHKAECNGQI-VQTJNVASSA-N
DB08224	(1S,7S,8S,8AR)-1,2,3,7,8,8A-HEXAHYDRO-7-METHYL-8-[2-[(2R,4R)-TETRAHYDRO-4-HY DROXY-6-OXO-2H-PYRAN-2-YL]ETHYL]-1-NAPHTHALENOL	WWSNTLOVYSRDEL-TVKPWXLESA-N
DB08226	Myxopyronin B	QBIHIGNYQFSBGW-NOTXRLOZSA-N
DB08227	1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE	ZHMZILPINCAHPK-UHFFFAOYSA-N
DB08228	5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one	FTGZPMFPUDKJBX-UHFFFAOYSA-N
DB08229	[N-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid	JGMMFVVACJREFE-KRWDZBQOSA-N
DB08230	Tricetin	ARSRJFRKVXALTF-UHFFFAOYSA-N
DB08231	Myristic acid	TUNFSRHWOTWDNC-UHFFFAOYSA-N
DB08232	[5-(5-Amino-1H-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid	BVBGZXXLVHYBKI-UHFFFAOYSA-N
DB08233	6-CYCLOHEXYLMETHYLOXY-2-(4'-HYDROXYANILINO)PURINE	RFSDQDHHBKYQOD-UHFFFAOYSA-N
DB08234	5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine	NNFDQABYXZBKRK-UHFFFAOYSA-N
DB08235	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	ACAKNPKRLPMONU-UHFFFAOYSA-N
DB08236	(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one	KEGQNJITMFBVAC-HNNXBMFYSA-N
DB08237	2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate)	COMPKRGNHXOXMN-GVDBMIGSSA-N
DB08238	5-aminonaphthalene-2-sulfonic acid	UWPJYQYRSWYIGZ-UHFFFAOYSA-N
DB08239	(2S)-4-(2,5-DIFLUOROPHENYL)-N-METHYL-2-PHENYL-N-PIPERIDIN-4-YL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE	NKLVBHMAIMEVEH-QFIPXVFZSA-N
DB08240	N-(4-CHLOROPHENYL)-3-(PHOSPHONOOXY)NAPHTHALENE-2-CARBOXAMIDE	RQAQWBFHPMSXKR-UHFFFAOYSA-N
DB08241	4-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)--BENZAMIDE	RUUOIINPNMNPIU-UHFFFAOYSA-N
DB08242	N,4-dimethyl-3-[(1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide	OYTBZXSFNNAVKU-UHFFFAOYSA-N
DB08244	(1S)-1-CYCLOPROPYL-2-[(2S)-4-(2,5-DIFLUOROPHENYL)-2-PHENYL-2,5-DIHYDRO-1H-PYRROL-1-YL]-2-OXOETHANAMINE	VCOUEHUEFUDZIS-PMACEKPBSA-N
DB08245	1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-5-NITRO-1H-INDOLE	FQCJFJRLZCIFHB-YNEHKIRRSA-N
DB08246	(2S)-4-(2,5-DIFLUOROPHENYL)-N,N-DIMETHYL-2-PHENYL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE	WFFMEXQHWXEKBV-SFHVURJKSA-N
DB08247	6-(CYCLOHEXYLMETHOXY)-8-ISOPROPYL-9H-PURIN-2-AMINE	JABXNQUXGJTKRO-UHFFFAOYSA-N
DB08248	3-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)-BENZENESULFONAMIDE	BKDUVKJYBJDZQW-UHFFFAOYSA-N
DB08249	3,6,9,12,15-PENTAOXATRICOSAN-1-OL	MJELOWOAIAAUJT-UHFFFAOYSA-N
DB08250	(5S)-5-(3-AMINOPROPYL)-3-(2,5-DIFLUOROPHENYL)-N-ETHYL-5-PHENYL-4,5-DIHYDRO-1H-PYRAZOLE-1-CARBOXAMIDE	OQMVLDZJPRSNOG-NRFANRHFSA-N
DB08251	4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID	JNRAPROKLOUIRA-AWEZNQCLSA-N
DB08252	2-((4'-HYDROXYNAPHTHYL)-AZO)BENZOIC ACID	SXAUIPSOPPASFY-VHEBQXMUSA-N
DB08253	NAM NAPTHYLAMINOALANINE	DGFMSNJYBBNHCX-LBPRGKRZSA-N
